sample,fwd-ref,rev-ref,fwd-rev,core-ref,reads
78,18,16,8,4,1
78,48,44,82,26,1
78,48,36,78,20,1
78,22,18,18,8,2
78,52,26,52,12,2
78,44,44,92,30,1
78,18,22,18,8,1
78,52,12,6,4,1
78,52,14,20,8,1
78,42,42,96,20,2
78,36,36,80,18,1
78,42,42,92,20,6
78,25,25,86,13,1
78,14,14,14,8,2
78,52,42,80,24,1
78,20,20,40,10,2
78,52,18,26,14,1
78,52,44,78,30,1
78,37,37,86,18,1
78,37,37,94,21,1
78,20,10,8,4,1
78,22,14,8,8,1
78,48,40,82,26,2
78,27,27,74,12,1
78,22,12,10,4,1
78,16,22,32,10,1
78,36,36,80,16,1
78,52,36,66,26,1
78,24,16,18,8,1
78,25,17,74,10,1
78,22,13,24,10,1
78,22,16,10,4,1
78,52,36,74,24,1
78,52,18,26,16,1
78,22,24,30,10,1
78,46,46,100,26,2
78,48,28,50,14,1
78,16,30,6,6,1
78,16,10,8,4,1
78,12,8,4,4,1
78,42,46,96,24,1
78,44,48,82,30,1
78,22,22,10,6,1
78,22,32,14,6,1
78,50,48,76,28,1
78,12,16,4,2,1
78,22,22,30,10,1
78,16,12,10,8,1
78,52,14,12,10,1
78,52,12,18,12,1
78,52,15,17,8,1
78,20,18,18,8,1
78,36,52,74,26,1
78,22,16,14,6,1
78,14,14,14,6,2
78,52,12,10,6,2
78,40,40,88,20,1
78,12,12,50,12,1
78,39,39,90,17,1
78,46,46,100,30,1
78,22,22,38,14,2
78,52,22,16,10,1
78,12,12,10,4,1
78,22,22,28,12,1
78,52,32,72,18,2
78,39,39,96,17,1
78,48,26,38,20,1
78,46,42,96,22,1
78,48,26,24,24,1
78,52,14,14,6,1
78,44,44,98,26,1
78,18,22,16,6,2
78,20,18,16,8,1
78,13,10,8,4,1
78,52,14,10,4,1
78,31,31,88,10,1
78,52,24,26,20,1
78,52,44,70,26,2
78,30,30,72,20,1
78,46,42,92,24,1
78,16,22,16,8,1
78,45,45,98,23,1
78,44,46,76,26,1
78,44,32,50,24,1
78,44,44,66,22,1
78,30,30,76,14,1
78,20,10,6,4,1
78,52,28,50,24,1
78,18,52,18,6,1
78,44,52,82,30,2
78,40,44,50,26,1
78,48,42,76,26,1
78,52,20,20,8,1
78,35,35,82,16,1
78,31,31,78,16,1
78,48,48,94,26,2
78,44,44,78,30,1
78,52,16,16,10,1
78,22,22,40,10,1
78,26,23,94,13,1
78,14,14,58,10,1
78,44,52,74,30,1
78,48,48,78,30,1
78,10,52,14,4,1
78,22,18,34,10,1
78,48,48,78,26,2
78,42,46,92,22,1
78,22,28,26,12,1
78,52,42,72,20,1
78,52,32,66,22,1
78,33,24,34,14,1
78,25,21,74,10,1
78,22,18,20,8,1
78,26,22,60,12,1
78,48,40,58,24,1
78,44,52,82,28,1
78,48,52,74,30,1
78,40,52,78,28,1
78,52,44,74,26,1
78,48,36,82,20,1
78,48,40,46,26,1
78,20,20,8,4,1
78,41,41,94,19,1
78,44,44,90,30,1
78,14,12,46,12,1
78,33,33,78,18,1
78,50,48,92,28,1
78,34,34,80,16,1
78,16,14,6,2,1
78,44,44,94,30,1
78,48,44,86,30,1
78,48,40,54,24,1
78,12,10,2,2,1
78,26,22,38,14,1
78,52,40,86,28,1
78,52,40,86,22,2
78,52,30,62,16,1
78,16,20,16,10,1
78,52,44,86,30,1
78,33,33,90,12,1
78,42,42,88,20,1
78,12,10,6,6,1
78,28,28,54,16,1
78,20,22,44,12,1
78,27,26,62,14,1
78,12,20,6,4,1
78,34,44,48,20,1
78,44,44,70,26,1
78,44,48,74,30,1
78,48,44,94,24,1
78,18,22,38,10,1
78,12,14,8,6,1
78,48,18,18,8,1
78,18,28,10,4,1
78,26,26,80,14,3
78,18,22,28,8,1
78,13,13,86,10,1
78,22,20,20,6,1
78,30,30,80,18,2
78,48,42,64,28,1
78,30,28,68,14,1
78,52,16,14,4,1
78,14,28,10,6,1
78,44,44,94,26,2
78,37,37,90,16,2
78,14,14,48,14,1
78,22,12,8,6,1
78,48,52,78,30,2
78,22,18,34,8,1
78,12,6,6,4,1
78,41,24,40,12,1
78,52,10,6,2,1
78,52,40,78,26,1
78,12,12,12,8,1
78,24,24,34,14,3
78,52,40,82,24,1
78,43,43,86,21,1
78,16,18,6,4,1
78,52,44,74,30,1
78,41,41,90,20,1
78,16,12,6,6,1
78,52,24,24,16,1
78,14,12,8,4,3
78,18,18,6,4,3
78,16,12,6,4,1
78,52,40,58,28,1
78,42,42,100,20,1
78,30,24,62,14,1
78,22,18,8,8,1
78,20,12,10,4,1
78,36,36,94,18,1
78,22,16,26,8,1
78,52,40,82,26,2
78,22,16,16,8,1
78,12,8,6,2,1
78,14,12,32,12,1
78,44,44,94,28,1
78,37,33,82,18,1
78,40,40,96,18,1
78,12,14,12,6,1
78,52,42,88,26,1
78,22,14,10,6,1
78,22,10,8,6,1
78,48,48,82,26,1
78,26,24,58,12,1
78,12,36,10,8,1
78,48,22,56,20,1
78,48,40,70,26,1
78,20,18,8,4,1
78,25,18,76,10,1
78,40,40,104,18,1
78,36,48,62,24,1
78,12,12,8,4,2
78,44,48,86,30,1
78,44,48,82,26,1
78,22,21,38,12,1
78,16,10,4,4,1
78,52,13,10,6,1
78,44,48,74,26,1
78,48,46,80,26,1
78,50,52,92,30,1
78,48,42,84,26,1
78,42,46,84,24,1
78,16,16,16,8,1
78,14,14,24,14,1
78,44,28,60,24,1
78,52,14,28,12,1
78,30,30,86,12,1
78,22,22,12,8,1
78,46,48,96,26,1
78,44,48,78,30,1
78,14,14,18,8,1
78,38,38,96,16,1
78,12,12,16,6,1
78,52,22,14,8,1
78,52,14,16,10,1
78,52,50,80,30,1
78,25,22,84,12,1
78,48,46,84,28,1
78,36,32,82,22,1
78,22,10,10,6,1
78,14,12,8,2,1
78,18,16,26,14,1
78,12,18,8,6,1
78,38,44,76,22,1
78,52,40,82,28,1
78,52,40,48,20,1
78,20,18,16,6,1
78,34,40,50,24,1
78,39,39,86,20,1
78,40,52,78,26,1
78,52,46,80,28,1
78,36,36,98,22,1
78,44,32,32,16,1
78,35,35,82,17,1
78,48,28,62,26,1
78,36,36,96,20,1
78,38,46,84,22,1
78,26,26,80,16,1
78,29,29,74,14,1
78,22,16,24,10,1
78,22,20,40,12,1
78,46,44,72,24,1
78,41,41,86,19,1
78,29,22,32,12,1
78,29,21,94,12,1
78,18,22,28,10,1
78,30,30,72,16,1
78,25,24,30,10,1
78,45,45,90,23,1
76,52,40,86,28,6
76,52,24,40,12,5
76,52,32,76,20,1
76,22,8,8,8,23
76,22,18,18,6,37
76,52,44,86,28,4
76,52,38,84,26,1
76,52,50,96,30,26
76,52,48,94,30,30
76,52,28,54,16,29
76,52,26,52,14,3
76,22,20,44,12,13
76,52,30,58,18,1
76,22,18,42,12,8
76,22,14,14,6,7
76,52,52,98,30,12639
76,52,42,88,28,14
76,52,46,92,30,2
76,52,34,76,24,1
76,52,46,88,30,1
76,22,6,6,6,1
76,52,34,80,22,1
76,48,30,62,18,1
76,22,22,46,12,9710
76,44,44,92,22,13
76,48,52,94,28,45
76,46,46,96,24,132
76,48,52,86,30,6
76,18,24,18,6,4
76,52,50,92,30,2
76,52,52,94,30,353
76,52,52,86,30,19
76,48,52,86,28,12
76,20,42,12,8,1
76,48,48,94,30,8
76,52,48,90,28,27
76,45,45,94,23,20
76,14,14,18,8,4
76,22,36,26,12,1
76,22,18,42,10,19
76,22,18,38,10,4
76,52,44,82,26,2
76,22,10,10,6,10
76,22,10,12,6,3
76,52,44,82,28,3
76,43,43,90,22,3
76,39,39,86,22,1
76,22,22,42,10,6
76,24,24,40,12,47
76,10,10,2,2,6
76,18,22,18,6,43
76,52,48,86,28,4
76,52,10,10,8,2
76,42,46,96,22,1
76,52,44,90,28,7
76,52,40,78,24,2
76,20,22,36,10,2
76,18,18,18,6,18
76,22,22,42,12,119
76,10,12,4,4,2
76,25,21,78,11,34
76,48,48,98,28,6
76,38,38,92,16,4
76,48,52,90,28,17
76,20,20,6,4,20
76,48,52,94,30,58
76,52,46,76,28,1
76,52,48,66,28,4
76,22,20,20,10,57
76,22,24,46,12,14
76,48,50,92,28,2
76,22,10,6,4,3
76,50,52,92,30,3
76,52,28,34,20,1
76,52,48,94,28,58
76,48,52,82,30,5
76,22,10,8,6,1
76,22,22,42,14,2
76,22,16,20,6,2
76,52,52,82,30,14
76,22,12,12,6,9
76,18,22,14,6,9
76,25,22,32,12,7
76,48,52,90,30,13
76,48,48,90,26,2
76,52,52,90,30,92
76,26,26,96,12,1
76,48,48,98,26,52
76,23,22,32,12,27
76,44,44,96,30,14
76,46,46,100,24,76
76,52,36,74,24,1
76,50,52,84,30,2
76,26,22,34,14,2
76,52,46,88,28,1
76,52,34,72,22,5
76,44,44,96,26,1
76,22,22,32,12,83
76,34,34,88,14,3
76,41,41,90,19,7
76,22,12,10,10,1
76,45,45,90,23,1
76,52,44,90,26,4
76,52,44,90,30,2
76,20,20,44,12,1
76,16,22,36,12,1
76,48,48,98,30,29
76,22,10,10,4,4
76,50,50,96,30,6
76,21,28,28,6,1
76,20,22,16,6,2
76,50,52,96,30,13
76,20,22,44,12,7
76,24,24,36,10,1
76,27,27,72,14,1
76,42,42,92,20,9
76,27,27,70,16,1
76,44,52,90,28,13
76,52,48,86,30,4
76,22,14,6,6,1
76,37,37,90,15,1
76,41,41,90,20,3
76,40,40,58,20,1
76,22,24,42,12,4
76,44,52,86,26,3
76,48,48,90,28,6
76,46,46,92,24,2
76,52,12,12,8,2
76,26,22,16,6,1
76,52,32,54,20,1
76,52,34,74,22,3
76,52,48,78,28,2
76,12,12,6,6,1
76,44,44,96,22,11
76,14,16,6,6,1
76,44,52,86,28,2
76,52,48,74,28,2
76,48,48,86,26,3
76,18,18,6,4,1
76,26,26,52,14,7
76,12,10,6,4,2
76,20,20,20,10,2
76,43,43,90,21,11
76,29,29,74,14,1
76,22,10,10,8,2
76,52,42,76,26,1
76,10,10,4,4,11
76,46,46,84,24,1
76,48,50,88,28,1
76,22,20,24,8,1
76,22,22,38,12,13
76,42,42,88,20,3
76,10,12,10,4,1
76,43,43,94,21,13
76,22,18,12,6,1
76,27,43,54,21,1
76,42,42,100,24,1
76,10,13,6,4,1
76,44,52,82,28,4
76,52,52,74,30,2
76,26,22,32,12,1
76,25,23,78,13,1
76,45,43,100,23,7
76,41,39,100,19,4
76,16,10,10,4,1
76,39,35,78,15,1
76,26,24,48,14,1
76,52,52,66,30,1
76,22,20,36,10,2
76,18,22,18,8,2
76,52,28,42,22,2
76,40,50,64,24,1
76,52,16,14,10,1
76,20,22,18,6,1
76,48,42,72,24,1
76,22,14,10,8,1
76,32,32,68,20,1
76,20,22,34,10,1
76,40,40,88,18,4
76,22,22,38,10,6
76,14,14,46,6,1
76,52,34,36,21,1
76,22,22,34,12,1
76,46,46,92,30,2
76,38,38,94,16,3
76,12,10,4,4,2
76,31,24,62,14,1
76,40,52,86,26,1
76,52,34,76,22,6
76,52,10,10,4,3
76,26,26,66,14,3
76,30,30,80,14,1
76,52,40,78,28,1
76,52,52,78,30,5
76,46,52,76,28,1
76,22,18,34,8,1
76,26,22,42,14,5
76,24,44,54,14,1
76,52,28,58,22,1
76,52,36,82,24,6
76,27,27,74,14,1
76,52,44,74,28,2
76,10,16,6,6,1
76,34,34,86,16,1
76,33,33,82,16,1
76,22,16,28,10,1
76,37,37,94,15,1
76,48,28,50,20,1
76,29,24,34,14,2
76,52,40,78,26,3
76,12,12,12,4,2
76,39,39,86,20,2
76,48,44,86,28,1
76,22,16,16,6,5
76,52,48,82,30,3
76,52,48,90,30,10
76,28,22,28,10,1
76,41,41,94,21,1
76,22,14,20,10,1
76,36,22,26,8,1
76,52,18,32,20,1
76,12,12,36,10,1
76,35,35,96,19,1
76,26,23,82,13,1
76,41,45,90,23,1
76,52,8,8,4,1
76,22,16,16,10,2
76,48,44,86,26,2
76,10,14,26,10,1
76,21,20,20,10,4
76,44,52,58,28,1
76,12,10,8,4,3
76,14,10,4,4,4
76,52,12,10,4,2
76,14,10,8,4,2
76,22,24,38,12,2
76,50,48,92,28,1
76,34,34,80,18,1
76,52,44,82,30,1
76,16,10,6,4,1
76,45,43,92,23,1
76,22,14,8,6,1
76,10,12,8,4,1
76,33,33,82,14,1
76,42,46,92,24,2
76,26,22,38,14,2
76,52,40,66,28,1
76,52,40,66,26,2
76,34,34,80,16,2
76,26,26,72,14,1
76,52,36,70,28,1
76,22,14,18,6,1
76,22,14,6,4,1
76,52,12,8,4,2
76,52,12,8,6,1
76,22,14,14,8,2
76,26,22,46,12,2
76,14,10,6,4,1
76,14,22,8,4,2
76,44,26,74,22,1
76,42,42,96,22,1
76,35,35,82,16,2
76,38,44,80,20,1
76,44,44,98,28,1
76,28,28,72,16,3
76,39,39,86,24,1
76,22,12,8,4,2
76,52,14,12,6,1
76,40,40,88,20,1
76,10,10,4,2,2
76,44,52,90,26,4
76,30,30,90,14,1
76,52,44,86,26,3
76,52,14,14,6,1
76,52,40,54,26,1
76,48,48,74,26,1
76,52,52,52,30,2
76,18,14,4,4,1
76,36,36,84,14,3
76,22,16,36,10,1
76,52,28,54,22,1
76,20,22,20,10,6
76,37,37,86,20,1
76,20,24,36,10,3
76,40,40,96,18,1
76,12,12,6,4,2
76,52,32,46,26,1
76,52,14,22,9,1
76,42,46,96,24,1
76,44,44,82,24,1
76,44,48,86,26,2
76,44,42,64,26,1
76,22,16,17,10,1
76,52,42,68,26,1
76,40,52,82,26,1
76,12,14,4,4,1
76,52,40,70,26,1
76,30,30,76,16,1
76,22,16,10,6,1
76,24,24,34,14,3
76,37,37,86,18,1
76,36,52,66,28,1
76,20,22,28,8,1
76,24,24,94,10,3
76,52,28,41,18,1
76,18,22,38,10,1
76,22,12,12,4,1
76,14,22,12,6,2
76,30,30,76,12,1
76,20,22,40,12,1
76,14,14,4,4,1
76,22,12,28,10,1
76,12,12,12,6,1
76,42,44,92,28,1
76,22,20,8,4,1
76,52,34,78,22,1
76,20,20,18,10,1
76,46,46,96,26,1
76,22,20,40,12,1
76,52,48,58,30,1
76,38,38,88,16,2
76,22,20,38,10,2
76,44,52,82,26,1
76,44,48,94,30,1
76,40,40,90,24,1
76,44,52,66,26,1
76,22,12,10,6,1
76,12,12,34,6,1
76,10,10,6,4,1
76,10,12,6,6,1
76,52,12,10,10,1
76,48,48,86,28,5
76,40,40,92,18,2
76,18,20,16,6,1
76,52,32,66,22,1
76,37,41,90,19,1
76,10,10,6,6,1
76,40,52,86,28,2
76,52,44,86,30,1
76,52,30,66,18,5
76,18,24,16,6,1
76,41,39,88,19,1
76,48,32,46,22,1
76,52,52,70,30,2
76,48,40,70,24,1
76,52,36,64,22,1
76,22,20,36,8,1
76,40,44,70,22,1
76,52,50,84,30,1
76,36,36,90,22,1
76,30,34,22,8,1
76,36,36,84,18,2
76,22,16,6,6,1
76,16,12,54,12,1
76,48,48,82,30,1
76,44,52,82,30,1
76,22,14,8,4,1
76,14,8,4,4,1
76,20,26,32,12,1
76,40,52,78,26,1
76,42,42,96,24,2
76,52,12,14,8,1
76,22,18,34,12,1
76,52,32,64,22,1
76,48,40,78,26,2
76,23,22,28,12,1
76,52,32,68,20,5
76,22,12,26,8,1
76,52,10,8,6,2
76,48,44,94,24,2
76,22,26,42,14,2
76,12,22,8,6,1
76,22,26,14,6,1
76,22,22,30,10,1
76,44,48,70,28,1
76,52,10,12,6,1
76,52,16,14,6,1
76,48,28,68,24,1
76,39,35,78,18,1
76,10,17,12,6,1
76,30,25,92,14,1
76,22,18,38,12,2
76,26,22,20,8,1
76,31,31,78,16,1
76,52,32,62,24,1
76,22,16,12,6,1
76,20,22,16,10,1
76,48,50,84,30,1
76,10,22,12,8,1
76,26,26,92,12,1
76,52,48,38,28,1
76,50,52,88,30,2
76,44,44,98,22,2
76,36,44,88,20,1
76,20,26,10,6,1
76,52,44,78,26,1
76,22,24,28,10,1
76,14,12,6,4,1
76,52,14,12,4,1
76,35,35,82,18,2
76,14,14,6,4,1
76,52,36,62,28,1
76,48,12,10,4,1
76,22,48,20,10,1
76,38,34,84,16,1
76,37,37,92,23,1
76,40,48,90,28,1
76,52,14,8,4,1
76,22,12,8,8,1
76,36,36,88,18,1
76,12,14,10,8,1
76,52,14,12,10,1
76,42,46,84,24,1
76,52,40,48,20,1
76,12,14,8,4,1
76,40,38,56,24,1
76,46,44,80,24,1
76,52,34,56,26,1
76,12,12,4,2,1
76,52,36,62,24,1
76,16,22,10,8,1
76,46,44,98,24,1
76,52,36,66,28,1
76,46,46,100,28,1
76,22,16,8,6,2
76,44,50,80,28,1
76,52,42,88,30,1
76,18,24,14,6,1
76,52,26,22,10,1
76,52,48,78,30,2
76,44,22,44,16,1
76,22,18,14,8,1
76,50,48,88,30,1
76,18,20,14,6,1
76,20,26,32,10,1
76,10,12,6,4,2
76,42,42,96,20,1
76,22,22,102,10,1
76,22,19,32,8,1
76,40,40,98,18,1
76,52,8,6,4,1
76,41,41,90,24,1
76,52,36,78,26,2
76,22,16,20,10,1
76,34,34,80,22,3
76,44,48,78,24,1
76,20,36,16,6,1
76,22,22,36,10,1
76,22,16,8,4,1
76,30,30,66,18,1
76,25,20,20,10,3
76,26,20,20,10,1
76,48,52,70,28,1
76,30,26,68,16,1
76,52,50,88,30,1
76,22,12,6,4,1
76,12,11,32,8,1
76,29,29,78,16,1
76,20,22,6,4,1
76,44,10,10,8,1
76,48,44,86,24,1
76,46,42,92,24,1
76,48,36,62,22,1
76,48,44,94,26,1
76,48,52,50,28,1
76,36,36,88,20,1
76,20,20,20,8,1
76,38,38,96,16,1
76,32,32,80,14,1
76,16,22,16,8,1
76,46,46,100,30,1
76,10,14,52,10,1
76,48,52,66,28,1
76,33,33,78,14,2
76,35,39,82,16,1
76,52,38,80,28,1
76,52,14,16,12,1
76,52,44,78,28,1
76,48,52,82,28,1
76,18,14,6,4,1
76,52,10,10,6,1
76,32,32,80,12,1
76,46,46,88,24,1
76,52,10,10,10,1
76,30,30,86,14,1
76,38,38,94,24,1
76,30,30,60,20,1
76,52,42,84,28,1
76,42,46,88,22,1
76,40,42,64,26,1
76,44,18,14,6,1
76,52,40,82,28,2
76,28,28,76,12,1
76,24,22,36,10,1
76,22,22,28,10,1
76,39,39,90,18,1
76,18,28,14,6,1
76,22,16,16,8,1
76,48,30,52,18,1
76,18,22,12,4,1
76,22,14,22,8,1
76,41,41,94,19,1
76,40,40,94,18,1
76,39,12,10,4,1
76,22,24,30,10,1
76,25,21,86,10,1
76,30,30,80,18,1
76,46,34,84,22,1
76,52,20,50,22,1
76,22,24,42,10,1
76,42,42,84,22,1
76,52,20,10,4,1
76,48,44,74,26,1
76,20,28,8,4,1
76,33,37,92,15,1
76,22,16,6,4,1
76,52,26,32,22,1
76,22,26,38,14,1
76,25,22,84,12,1
76,52,22,34,14,1
76,48,44,82,26,1
76,28,28,82,14,1
76,22,18,20,8,1
76,52,12,12,6,1
76,52,44,66,28,1
76,52,16,22,10,1
76,52,10,16,8,1
76,42,52,32,28,1
76,48,48,86,30,1
76,48,48,82,28,1
76,30,52,76,22,1
76,40,36,84,18,1
76,40,40,96,26,1
76,10,10,10,4,1
76,52,40,86,24,1
76,31,31,82,16,1
76,52,16,14,8,1
76,52,20,16,14,1
76,26,26,80,14,1
76,40,44,88,30,1
76,39,39,90,17,1
76,28,32,18,14,1
76,42,52,72,28,1
76,24,22,24,6,1
76,18,20,30,10,1
76,44,30,62,16,1
76,50,48,84,28,1
76,22,32,14,6,1
77,22,8,8,8,55
77,52,24,40,12,25
77,22,18,18,6,50
77,52,28,54,16,24
77,44,46,84,30,1
77,18,18,18,6,20
77,52,32,68,20,8
77,22,20,44,12,22
77,52,26,52,14,4
77,52,44,90,30,8
77,52,38,84,26,5
77,25,10,54,10,1
77,48,46,92,26,1
77,11,6,4,4,1
77,22,12,12,4,2
77,52,40,86,28,6
77,52,46,92,30,5
77,52,26,50,14,6
77,52,36,80,24,1
77,52,36,82,24,4
77,22,18,42,12,11
77,22,10,10,4,3
77,22,14,14,6,6
77,52,36,80,22,1
77,52,50,96,30,31
77,45,20,20,8,1
77,22,6,6,4,1
77,52,30,66,18,1
77,41,24,40,12,1
77,22,6,6,6,1
77,42,14,14,6,1
77,52,28,54,14,4
77,52,42,88,26,16
77,52,52,98,30,12698
77,22,22,46,12,9102
77,52,34,76,20,3
77,12,12,18,8,1
77,52,52,94,30,363
77,10,12,6,4,37
77,52,10,8,4,2
77,25,22,32,12,6
77,34,34,80,22,3
77,23,22,32,12,39
77,48,52,94,28,34
77,48,52,94,30,91
77,52,48,94,30,45
77,22,18,38,10,14
77,22,22,42,12,150
77,52,46,88,30,1
77,52,48,94,28,133
77,24,22,32,14,1
77,24,22,46,14,1
77,10,12,4,4,11
77,46,46,100,24,76
77,52,36,78,28,1
77,38,38,88,16,3
77,14,8,4,4,1
77,48,48,98,26,50
77,25,21,78,11,24
77,46,44,98,24,1
77,23,20,30,12,1
77,22,22,32,12,69
77,46,46,96,24,121
77,44,44,98,22,1
77,21,12,8,6,1
77,44,52,90,30,11
77,52,44,86,26,7
77,22,10,10,8,3
77,52,44,90,28,8
77,52,42,84,26,2
77,52,52,86,30,28
77,52,30,62,18,1
77,22,20,20,10,67
77,16,12,8,4,3
77,52,52,90,30,77
77,22,18,18,8,9
77,38,38,88,18,1
77,10,12,8,4,10
77,22,18,42,10,47
77,48,52,90,30,34
77,27,27,70,16,3
77,40,30,102,18,4
77,20,18,16,8,1
77,26,26,72,14,1
77,52,32,62,22,2
77,25,24,44,12,1
77,52,22,50,16,1
77,44,22,12,4,1
77,18,22,18,6,36
77,10,16,8,4,1
77,52,48,90,28,32
77,22,20,36,10,4
77,26,22,42,14,10
77,52,30,56,16,11
77,37,37,86,15,1
77,12,10,6,4,3
77,22,22,30,12,2
77,34,28,62,18,2
77,10,10,8,8,1
77,36,36,84,18,3
77,14,14,6,4,1
77,22,24,42,10,1
77,48,48,94,30,14
77,52,48,86,30,5
77,22,14,10,6,3
77,22,24,46,12,34
77,44,44,92,22,10
77,11,12,8,4,1
77,48,48,86,28,9
77,44,36,78,26,1
77,10,16,4,4,1
77,44,42,74,30,1
77,52,30,58,16,2
77,22,16,16,6,3
77,52,30,72,22,1
77,38,38,92,20,1
77,21,20,20,10,12
77,12,14,6,4,5
77,22,22,42,10,8
77,52,46,72,28,1
77,12,12,6,4,12
77,52,48,70,30,1
77,48,52,90,28,11
77,10,14,4,4,5
77,44,44,96,22,10
77,48,48,98,30,26
77,48,46,80,28,1
77,44,44,78,26,1
77,22,16,16,8,1
77,30,26,52,14,1
77,42,42,92,20,10
77,20,20,20,10,3
77,39,39,86,20,3
77,18,22,14,6,3
77,52,40,74,26,1
77,52,12,10,8,3
77,52,44,90,26,9
77,22,12,8,4,1
77,10,12,4,2,2
77,10,24,12,8,1
77,14,14,60,8,1
77,52,24,58,20,1
77,52,8,8,8,2
77,52,24,30,16,1
77,44,52,78,26,1
77,45,45,94,23,23
77,20,20,6,4,24
77,22,18,38,8,1
77,22,22,38,10,4
77,33,29,74,14,1
77,12,28,10,4,1
77,46,28,52,20,1
77,14,14,10,8,1
77,52,46,92,28,2
77,48,48,82,30,3
77,14,12,10,8,2
77,22,16,24,6,1
77,43,43,94,21,12
77,12,12,12,4,1
77,24,24,34,14,5
77,42,42,100,20,3
77,52,32,74,22,1
77,50,40,76,24,1
77,14,22,16,8,1
77,22,20,18,6,1
77,48,44,86,26,4
77,10,10,4,4,2
77,22,22,34,10,1
77,48,52,82,30,2
77,52,30,60,16,6
77,52,38,84,24,2
77,52,16,10,4,2
77,40,40,94,18,2
77,22,22,38,12,11
77,20,24,36,10,1
77,43,43,90,21,4
77,22,14,6,4,1
77,41,41,90,19,2
77,22,18,22,8,1
77,48,48,98,28,3
77,52,40,74,28,1
77,22,16,18,8,1
77,29,29,82,11,1
77,36,16,14,6,1
77,48,48,82,28,5
77,46,34,68,18,1
77,39,43,86,21,1
77,52,34,48,24,1
77,52,40,78,26,1
77,40,28,58,18,1
77,48,40,90,24,1
77,52,44,82,26,3
77,52,30,66,16,7
77,26,26,80,14,1
77,52,8,8,4,1
77,14,14,8,4,1
77,13,12,8,6,1
77,15,14,10,6,1
77,10,18,8,4,2
77,46,42,88,22,1
77,44,44,96,30,8
77,52,44,66,30,1
77,14,14,18,6,1
77,52,32,74,24,1
77,14,14,10,4,2
77,50,50,96,30,6
77,52,48,86,28,11
77,22,16,16,10,2
77,50,52,96,30,10
77,36,36,88,14,4
77,14,16,12,4,1
77,52,48,78,30,1
77,44,52,90,28,3
77,22,12,8,6,2
77,43,39,90,19,1
77,40,40,98,18,2
77,10,10,6,4,2
77,52,44,82,28,7
77,39,35,78,22,1
77,48,52,78,28,2
77,52,48,90,30,16
77,22,12,12,8,1
