sample,fwd-ref,rev-ref,fwd-rev,core-ref,reads
77,22,20,20,6,1
77,48,30,54,18,1
77,52,26,52,12,1
77,22,12,12,6,4
77,52,34,72,20,4
77,50,48,92,28,2
77,52,48,82,28,2
77,27,20,20,10,1
77,52,44,86,28,2
77,52,44,74,26,3
77,31,31,78,12,1
77,12,12,8,4,18
77,44,52,86,28,1
77,50,44,68,26,1
77,48,48,90,28,15
77,10,18,6,6,1
77,52,34,60,24,1
77,18,22,18,8,2
77,48,48,78,28,2
77,37,37,88,15,1
77,52,40,82,26,2
77,52,30,64,16,13
77,16,18,6,4,1
77,20,22,36,10,7
77,39,39,94,17,2
77,44,32,22,18,1
77,50,44,84,28,1
77,25,20,20,10,2
77,10,12,8,8,1
77,22,20,42,10,3
77,22,20,38,10,1
77,22,10,6,4,5
77,18,40,8,6,1
77,18,22,38,10,1
77,48,40,50,28,1
77,48,44,82,28,4
77,18,18,12,6,1
77,20,24,32,10,3
77,10,12,30,10,1
77,35,35,86,20,1
77,50,52,92,30,5
77,46,46,100,30,1
77,40,40,84,24,1
77,52,12,12,6,2
77,12,16,6,4,1
77,12,12,10,8,2
77,12,12,4,4,5
77,16,18,4,4,1
77,22,10,6,6,1
77,11,10,10,4,1
77,22,24,42,12,11
77,46,46,92,24,4
77,21,18,32,12,1
77,16,10,4,4,1
77,46,26,34,16,1
77,20,20,36,8,2
77,44,48,86,28,3
77,16,16,10,4,2
77,19,24,36,8,1
77,52,52,74,30,4
77,52,32,70,22,1
77,44,22,60,10,1
77,52,32,78,20,1
77,14,14,18,8,4
77,23,20,20,10,1
77,44,44,70,24,1
77,12,8,8,4,1
77,41,41,94,19,3
77,44,52,78,28,2
77,22,52,20,10,1
77,46,34,72,24,1
77,48,36,58,20,2
77,48,40,78,24,2
77,22,22,26,10,1
77,52,52,78,30,4
77,22,10,10,6,2
77,26,20,32,12,1
77,14,14,88,6,1
77,52,52,82,30,7
77,12,16,4,2,1
77,32,32,84,14,1
77,38,38,84,16,1
77,31,31,74,16,2
77,10,12,10,4,1
77,12,16,10,4,1
77,14,12,10,4,4
77,12,12,22,12,1
77,29,29,74,14,2
77,52,34,62,18,1
77,28,50,50,18,1
77,35,35,82,14,2
77,12,14,8,4,3
77,12,12,12,8,1
77,40,44,50,22,1
77,20,14,8,8,1
77,52,40,78,28,3
77,28,28,76,12,1
77,52,15,14,12,1
77,52,42,88,28,1
77,52,12,6,6,1
77,29,29,78,12,2
77,52,48,78,28,2
77,10,12,16,8,1
77,26,26,96,14,2
77,32,32,76,16,1
77,45,45,102,23,8
77,52,21,39,20,1
77,41,41,102,19,3
77,20,22,20,10,6
77,44,42,80,24,1
77,14,14,30,10,1
77,52,22,40,20,2
77,42,48,76,26,1
77,21,14,22,8,1
77,48,48,86,26,2
77,52,48,82,30,3
77,12,18,6,4,1
77,52,44,86,30,1
77,48,32,66,24,1
77,44,44,92,30,1
77,22,8,8,4,2
77,52,32,64,18,1
77,12,12,6,6,1
77,22,22,28,12,2
77,48,48,94,28,1
77,22,18,30,10,1
77,32,32,76,14,2
77,30,30,66,18,1
77,37,37,86,24,1
77,46,48,96,26,1
77,48,48,86,30,3
77,48,44,78,26,2
77,52,32,70,18,2
77,40,40,86,28,1
77,22,16,8,4,1
77,10,12,12,4,1
77,38,41,86,24,1
77,10,10,2,2,1
77,12,34,12,10,1
77,20,24,28,8,1
77,52,10,10,10,2
77,26,24,50,10,1
77,52,14,10,6,1
77,52,36,78,24,1
77,32,32,80,18,1
77,44,46,94,24,1
77,38,38,92,16,1
77,16,12,12,4,1
77,22,20,14,6,1
77,14,18,6,6,1
77,12,12,8,6,1
77,52,28,54,24,1
77,40,40,74,22,1
77,22,18,34,10,1
77,46,48,88,28,1
77,52,38,68,24,1
77,52,32,68,18,4
77,52,10,10,4,2
77,34,34,80,16,1
77,48,48,94,26,1
77,12,20,10,4,1
77,22,26,42,14,2
77,12,14,4,4,1
77,52,20,30,12,1
77,38,28,34,16,1
77,25,23,78,13,1
77,52,40,70,28,1
77,18,22,34,10,1
77,48,10,10,6,1
77,52,34,78,20,1
77,12,10,8,4,1
77,14,16,8,4,1
77,35,35,82,16,2
77,22,22,34,12,3
77,20,22,28,8,1
77,26,26,66,14,2
77,32,32,68,20,2
77,52,52,70,30,1
77,44,28,38,22,1
77,52,44,82,30,1
77,38,38,98,24,1
77,10,16,6,6,1
77,27,31,80,12,1
77,52,40,86,26,3
77,10,12,6,6,2
77,48,48,90,30,6
77,44,52,66,26,1
77,12,12,10,4,5
77,14,28,8,6,1
77,24,20,20,10,1
77,44,48,82,26,1
77,52,34,56,24,1
77,35,31,70,16,1
77,44,48,82,28,2
77,46,24,40,12,1
77,41,41,94,28,1
77,22,20,34,10,2
77,14,12,6,4,2
77,22,22,42,14,2
77,48,52,86,30,6
77,12,34,10,6,1
77,18,20,6,4,2
77,52,14,14,6,1
77,26,26,46,16,1
77,52,48,70,28,1
77,12,12,12,6,1
77,25,12,12,6,1
77,12,12,8,2,3
77,52,20,34,20,1
77,28,28,54,16,1
77,22,20,28,8,1
77,21,16,16,6,1
77,28,44,58,22,1
77,44,48,62,26,1
77,50,44,88,26,1
77,48,44,82,26,4
77,48,44,74,28,1
77,16,20,16,8,1
77,52,12,12,4,2
77,42,42,92,22,2
77,52,40,86,24,3
77,40,40,96,20,1
77,42,46,68,26,1
77,22,26,38,14,1
77,46,46,100,28,1
77,10,16,6,4,1
77,33,33,84,12,1
77,52,26,64,24,1
77,44,48,86,30,1
77,11,16,8,4,1
77,46,44,76,28,1
77,14,10,4,4,1
77,20,22,18,6,1
77,16,40,20,6,1
77,40,40,92,20,1
77,18,22,18,12,1
77,39,39,90,18,3
77,34,34,80,14,2
77,10,28,6,4,1
77,33,30,60,20,1
77,12,14,10,4,4
77,36,44,88,28,1
77,42,46,92,24,1
77,44,32,62,20,1
77,52,36,82,22,2
77,20,16,6,4,1
77,12,18,8,4,1
77,22,10,8,8,1
77,31,31,88,10,1
77,10,10,6,6,1
77,48,40,78,26,1
77,22,20,20,8,1
77,46,46,84,24,1
77,20,32,28,10,1
77,18,24,10,4,1
77,40,40,92,18,2
77,22,16,8,6,1
77,16,10,10,4,1
77,52,24,50,16,1
77,27,27,74,14,1
77,24,24,40,12,3
77,46,42,84,24,1
77,18,32,14,6,1
77,25,25,92,12,1
77,14,17,8,8,1
77,52,28,38,22,1
77,44,44,82,26,1
77,48,52,70,30,1
77,42,46,96,24,2
77,52,34,80,20,1
77,48,50,92,30,1
77,28,24,28,10,1
77,46,42,96,22,1
77,48,42,68,28,1
77,37,26,14,4,1
77,18,28,10,6,1
77,52,36,70,22,1
77,18,14,14,6,1
77,12,18,12,4,1
77,52,48,58,28,2
77,20,24,14,6,1
77,28,36,24,10,1
77,48,52,82,28,1
77,24,24,30,14,1
77,52,10,10,8,1
77,33,33,78,20,3
77,44,52,78,30,1
77,46,46,92,30,2
77,26,22,38,12,1
77,44,48,78,28,2
77,48,40,66,24,1
77,43,39,102,22,1
77,52,12,8,4,1
77,48,52,78,30,1
77,10,14,6,4,3
77,52,36,70,24,1
77,52,40,78,24,1
77,12,17,18,10,1
77,50,48,84,28,1
77,16,10,6,4,1
77,34,28,48,18,1
77,38,38,84,26,1
77,48,40,66,26,1
77,22,16,20,8,1
77,44,52,82,30,1
77,40,40,88,22,1
77,52,28,66,20,1
77,44,52,86,30,2
77,52,12,10,6,1
77,52,8,8,6,1
77,40,36,84,18,1
77,52,18,10,4,1
77,12,8,4,4,1
77,44,44,70,26,1
77,12,14,10,6,1
77,40,52,82,30,1
77,33,33,82,14,1
77,52,20,38,20,1
77,14,16,6,4,1
77,16,12,6,4,1
77,22,20,32,8,2
77,44,48,90,26,1
77,22,24,38,10,1
77,48,48,90,26,3
77,22,24,36,8,1
77,20,18,16,10,1
77,46,44,92,22,1
77,46,38,80,20,1
77,39,27,50,14,1
77,34,34,90,12,1
77,12,10,4,4,1
77,22,16,12,8,1
77,39,39,86,24,1
77,12,24,12,4,1
77,50,40,28,26,1
77,52,22,34,18,1
77,26,26,52,14,1
77,22,14,14,8,1
77,52,34,30,12,1
77,22,15,18,6,1
77,52,13,11,10,1
77,48,36,66,24,1
77,20,20,40,10,1
77,12,48,10,4,1
77,39,39,96,17,1
77,14,14,8,6,1
77,48,52,86,28,1
77,48,44,94,24,2
77,38,42,88,20,1
77,18,22,16,6,1
77,40,52,74,26,1
77,40,40,88,20,1
77,22,28,30,8,1
77,48,40,82,26,1
77,52,44,78,26,2
77,26,18,34,14,1
77,14,16,6,2,1
77,16,16,6,4,1
77,14,12,44,8,1
77,52,14,20,18,1
77,26,22,32,12,2
77,22,12,12,10,1
77,20,22,6,4,3
77,37,37,82,15,1
77,13,10,10,4,1
77,20,18,36,10,1
77,52,12,10,4,1
77,20,24,20,8,1
77,44,44,78,24,1
77,40,44,92,28,1
77,33,41,94,17,1
77,23,22,28,12,1
77,37,37,86,18,1
77,26,24,38,14,1
77,20,22,32,10,1
77,52,28,50,14,1
77,52,34,74,20,1
77,14,22,14,6,1
77,25,22,56,10,1
77,22,8,6,6,1
77,22,34,42,12,1
77,12,14,10,2,1
77,12,17,6,4,1
77,52,16,26,18,1
77,44,44,94,30,1
77,48,26,56,14,1
77,48,28,68,14,1
77,44,44,92,26,1
77,42,42,88,20,1
77,52,14,28,12,1
77,10,10,4,2,2
77,22,12,6,4,1
77,20,44,18,6,1
77,22,14,26,6,1
77,40,48,78,28,1
77,22,20,38,8,1
77,52,14,8,4,2
77,52,22,48,22,1
77,22,24,38,12,1
77,18,20,16,6,1
77,52,20,42,18,1
77,22,22,28,10,1
77,20,20,16,10,1
77,11,12,10,4,1
77,36,52,78,24,1
77,20,28,26,10,1
77,14,30,8,4,1
77,10,12,8,2,1
77,12,12,10,6,1
77,12,10,4,2,1
77,22,24,34,14,1
77,26,26,96,12,1
77,52,46,84,30,1
77,52,40,62,24,1
77,28,28,50,16,1
77,22,18,14,6,1
77,12,18,16,4,1
77,52,38,72,24,1
77,52,32,58,22,1
77,52,50,88,30,1
77,22,16,24,10,1
77,48,24,26,18,1
77,45,45,98,23,1
77,44,44,94,26,1
77,48,40,74,26,1
77,52,30,50,18,1
77,22,8,8,6,1
77,22,14,12,6,1
77,22,28,58,12,1
77,44,44,88,22,1
77,22,16,28,10,1
77,32,40,22,18,1
77,48,52,74,28,1
77,43,45,92,23,1
77,50,40,76,28,1
77,10,20,10,4,1
77,22,20,22,8,1
77,52,10,12,4,1
77,40,40,90,24,1
77,14,12,12,4,1
77,18,20,16,10,1
77,31,31,78,16,1
77,12,38,12,4,1
77,30,26,68,14,1
77,48,40,86,26,1
77,48,42,84,26,1
77,52,30,52,16,1
77,43,39,102,21,1
77,22,38,16,6,1
77,44,44,96,26,1
77,12,12,50,12,1
77,14,12,8,4,1
80,22,8,8,8,14
80,52,48,94,30,33
80,52,28,54,16,37
80,52,24,40,12,13
80,52,38,84,26,10
80,52,42,88,30,2
80,20,20,36,12,1
80,22,18,18,6,29
80,22,18,42,12,10
80,46,32,68,20,1
80,52,46,92,30,12
80,10,8,6,4,6
80,10,8,4,4,8
80,10,6,4,4,2
80,52,34,80,22,8
80,10,8,4,2,1
80,50,42,88,28,2
80,48,46,92,30,1
80,14,4,4,4,1
80,12,10,4,4,107
80,14,6,6,4,1
80,32,28,54,16,4
80,12,6,4,4,1
80,52,50,96,30,27
80,52,34,78,22,4
80,22,8,8,4,4
80,52,32,68,20,1
80,10,6,4,2,1
80,52,26,52,14,2
80,52,34,76,22,6
80,22,20,44,12,10
80,10,8,2,2,2
80,52,40,86,28,6
80,52,48,82,30,4
80,52,30,64,18,2
80,22,14,14,6,6
80,10,4,4,4,2
80,12,8,8,4,1
80,15,8,8,4,1
80,39,20,20,8,1
80,46,44,98,24,1
80,14,6,2,2,1
80,52,20,20,10,1
80,10,10,6,6,1
80,14,8,4,4,3
80,20,20,20,8,2
80,14,10,4,2,20
80,12,8,6,4,4
80,48,40,74,26,1
80,52,42,88,28,12
80,52,24,24,12,1
80,37,20,20,8,1
80,22,16,16,6,3
80,15,8,4,4,1
80,20,8,4,4,1
80,48,28,54,16,1
80,52,30,76,20,1
80,10,14,6,4,9
80,14,10,4,4,260
80,18,22,18,6,18
80,22,12,12,6,3
80,52,52,98,30,12588
80,32,32,76,16,165
80,10,10,4,4,735
80,22,22,46,12,5546
80,14,18,10,4,3
80,12,10,8,4,213
80,10,10,6,4,414
80,52,52,94,30,403
80,12,12,66,12,2
80,52,48,94,28,96
80,14,10,6,4,76
80,12,10,6,4,250
80,48,48,98,30,83
80,48,52,94,28,79
80,10,10,2,2,126
80,52,12,10,4,3
80,41,41,82,19,2
80,13,10,6,4,2
80,22,26,42,14,3
80,22,20,20,10,42
80,14,22,8,6,2
80,48,52,94,30,75
80,41,41,90,19,5
80,12,14,8,4,5
80,12,12,46,12,30
80,32,30,74,16,1
80,10,10,8,4,123
80,14,12,6,6,12
80,48,48,98,26,162
80,43,43,94,21,6
80,10,10,4,2,211
80,11,12,6,4,1
80,37,37,90,22,1
80,52,44,78,26,3
80,10,12,6,4,46
80,25,23,78,13,2
80,12,12,58,10,2
80,12,10,10,4,67
80,11,10,4,2,1
80,11,10,10,4,38
80,30,28,54,16,1
80,14,12,4,4,8
80,24,24,40,12,157
80,52,48,90,28,36
80,52,52,90,30,101
80,28,48,62,24,1
80,12,14,6,4,7
80,14,14,18,8,8
80,14,12,6,4,20
80,48,42,84,24,1
80,48,44,74,26,1
80,52,52,86,30,34
80,12,12,4,4,8
80,22,18,42,10,17
80,24,22,30,10,1
80,52,38,72,28,1
80,52,48,78,28,4
80,15,10,10,4,5
80,52,44,74,30,1
80,10,10,10,4,14
80,16,10,6,4,34
80,46,46,100,24,54
80,46,46,96,24,92
80,14,12,50,12,4
80,10,11,4,4,1
80,23,12,8,4,1
80,10,16,6,4,4
80,52,44,62,26,1
80,22,22,42,12,99
80,44,44,96,26,2
80,22,16,20,6,4
80,48,52,90,30,14
80,12,12,12,6,10
80,48,48,82,26,5
80,14,12,58,10,4
80,12,12,54,8,3
80,15,12,50,12,2
80,52,34,30,22,1
80,10,24,6,4,2
80,10,14,8,4,2
80,22,24,46,12,10
80,44,42,76,24,1
80,52,48,86,28,14
80,10,12,4,4,17
80,48,52,82,28,7
80,12,12,22,12,4
80,37,37,86,20,1
80,10,12,4,2,9
80,10,16,4,4,4
80,14,20,10,4,2
80,16,10,4,4,9
80,14,10,8,4,23
80,52,36,74,26,2
80,10,12,2,2,3
80,18,18,6,4,9
80,30,30,74,16,1
80,12,12,6,4,23
80,36,36,84,16,1
80,14,28,6,4,1
80,22,19,36,10,1
80,22,22,42,10,6
80,52,12,20,14,1
80,30,30,80,18,15
80,12,10,4,2,31
80,32,10,10,4,1
80,50,52,96,30,11
80,16,10,4,2,2
80,52,44,86,26,9
80,44,44,86,22,1
80,48,48,90,28,9
80,14,12,8,4,13
80,10,12,8,4,20
80,18,16,58,12,4
80,10,24,8,4,1
80,25,21,78,11,7
80,52,52,82,30,16
80,14,12,16,6,4
80,22,14,17,10,1
80,52,18,18,8,1
80,52,36,78,24,1
80,52,52,78,30,6
80,19,24,36,10,1
80,12,12,50,12,11
80,52,40,82,26,5
80,22,20,32,10,1
80,18,18,8,4,1
80,52,48,82,28,4
80,52,50,92,30,3
80,12,12,16,6,7
80,52,32,58,24,1
80,12,12,34,8,2
80,52,40,62,26,1
80,52,18,21,12,1
80,32,28,72,16,3
80,48,44,82,28,1
80,10,32,8,4,1
80,30,26,76,18,1
80,14,26,8,8,1
80,20,18,16,8,1
80,44,44,98,22,5
80,14,14,6,4,8
80,10,14,4,4,6
80,16,10,10,4,9
80,48,40,74,24,1
80,48,44,74,28,3
80,36,36,84,14,8
80,52,30,66,18,7
80,52,14,10,4,3
80,22,22,32,12,17
80,41,41,94,19,3
80,48,48,98,28,12
80,31,31,74,18,2
80,14,14,18,4,2
80,11,10,6,4,4
80,14,14,14,8,3
80,48,44,90,24,2
80,52,12,12,4,4
80,52,24,54,22,1
80,12,12,8,4,17
80,48,48,94,26,4
80,22,16,16,10,12
80,22,18,38,10,10
80,18,12,12,6,1
80,18,12,12,8,1
80,14,16,6,6,1
80,14,10,10,4,22
80,14,28,8,4,1
80,32,24,60,16,1
80,52,40,86,26,3
80,48,42,88,24,1
80,26,24,38,14,1
80,22,10,10,8,1
80,14,10,6,2,1
80,48,48,78,30,1
80,52,16,14,10,1
80,26,26,72,14,1
80,44,44,96,30,11
80,18,10,4,2,2
80,18,18,18,6,17
80,28,28,76,12,4
80,48,48,94,30,10
80,22,16,28,10,1
80,18,14,18,8,1
80,14,11,6,6,1
80,52,48,86,30,6
80,12,12,54,10,4
80,24,20,6,4,7
80,45,18,20,6,1
80,14,14,8,6,3
80,16,12,4,4,3
80,12,12,12,4,14
80,32,32,72,16,3
80,32,28,68,16,1
80,14,12,10,10,1
80,52,24,46,24,1
80,12,18,6,4,1
80,14,14,48,14,7
80,16,12,12,10,1
80,52,32,54,24,2
80,14,14,52,12,6
80,52,40,78,26,4
80,42,42,92,20,2
80,10,10,30,10,3
80,20,20,20,10,8
80,52,32,40,20,2
80,18,16,50,16,1
80,52,32,74,22,1
80,14,16,4,4,2
80,14,12,12,6,4
80,18,20,6,4,1
80,52,10,8,6,2
80,42,52,80,30,1
80,52,44,82,30,2
80,46,46,84,24,1
80,14,14,10,4,1
80,10,24,10,4,1
80,20,20,6,4,11
80,12,12,12,8,13
80,13,10,10,4,3
80,11,11,50,8,3
80,50,50,96,30,19
80,52,30,36,26,1
80,14,14,4,4,3
80,12,12,20,6,1
80,14,12,58,8,4
80,52,18,14,8,2
80,52,36,41,24,1
80,52,36,20,8,1
80,44,52,86,30,3
80,26,22,42,14,2
80,10,40,8,4,1
80,22,24,34,12,2
80,20,44,48,22,1
80,44,48,82,26,4
80,52,52,74,30,3
80,52,26,56,18,1
80,48,52,90,28,21
80,52,46,92,28,3
80,45,43,100,23,3
80,30,32,72,16,1
80,26,26,80,16,1
80,22,12,14,6,1
80,44,44,98,28,3
80,52,40,74,24,2
80,22,18,18,8,1
80,52,40,82,24,2
80,14,14,14,4,1
80,37,37,86,24,1
80,15,14,52,12,2
80,14,12,2,2,1
80,46,46,92,24,2
80,14,14,18,6,2
80,14,28,8,6,1
80,20,22,20,10,3
80,48,44,94,28,1
80,22,10,12,6,2
80,52,34,72,22,4
80,14,12,10,4,1
80,22,46,20,10,1
80,16,12,8,4,6
80,11,11,56,10,2
80,44,44,92,22,11
80,52,36,56,20,1
80,30,30,80,20,1
80,12,12,8,8,1
80,12,14,10,8,1
80,12,10,8,6,3
80,52,23,37,22,1
80,52,18,9,8,1
80,14,17,6,2,1
80,14,16,14,6,2
80,22,16,12,6,1
80,41,41,86,19,2
80,12,18,10,6,1
80,12,12,42,12,23
80,10,14,12,4,1
80,44,44,98,26,2
80,22,12,6,4,2
80,45,45,94,23,11
80,52,30,68,24,1
80,20,22,36,10,2
80,10,18,12,4,1
80,10,12,6,6,7
80,14,12,8,8,4
80,48,48,86,26,9
80,40,52,86,28,3
80,18,12,4,4,1
80,44,52,86,28,3
80,32,28,22,12,1
80,22,22,38,12,9
80,48,48,86,28,4
80,22,14,8,6,2
80,52,44,90,28,11
80,52,36,82,24,3
80,15,14,48,14,2
80,16,10,8,4,7
80,13,12,6,4,1
80,22,22,30,12,1
80,20,22,32,10,1
80,22,12,12,4,2
80,21,20,20,10,2
80,16,22,6,4,1
80,11,12,12,6,1
80,48,48,82,28,2
80,12,12,10,8,2
80,22,28,20,8,1
80,52,34,70,22,2
80,52,16,16,6,1
80,48,48,90,30,5
80,13,12,8,4,1
80,44,52,90,26,5
80,44,44,96,22,9
80,14,14,24,14,4
80,48,44,94,26,2
80,24,22,38,12,2
80,22,16,24,6,1
80,22,16,14,6,1
80,48,13,13,6,1
80,52,10,10,6,1
80,22,10,6,4,4
80,18,24,18,6,2
80,28,48,22,8,1
80,10,26,8,6,1
80,12,12,16,8,5
80,36,36,80,22,1
80,52,40,28,26,1
80,52,48,74,30,1
80,40,44,94,22,1
80,10,48,10,4,1
80,14,12,12,10,2
80,52,44,90,26,6
80,52,40,70,30,1
80,52,40,50,26,1
80,12,22,10,4,1
80,10,16,6,6,1
80,52,20,24,18,1
80,28,28,76,14,1
80,26,26,52,14,4
80,11,12,8,6,1
80,52,10,8,4,3
80,14,14,6,6,5
80,10,14,6,6,3
80,16,16,50,10,1
80,22,14,6,4,1
80,12,12,48,12,1
80,22,18,18,10,1
80,10,22,10,6,2
80,52,40,74,26,1
80,16,12,10,4,1
80,10,11,8,4,1
80,22,16,8,6,1
80,14,14,28,10,2
80,44,48,86,26,3
80,52,40,78,30,1
80,22,20,24,6,2
80,52,32,70,26,2
80,44,52,90,28,9
80,52,32,28,22,1
80,48,48,90,26,8
80,46,30,68,20,1
80,52,32,78,24,1
80,10,12,10,4,3
80,52,30,46,26,1
80,52,32,54,28,1
80,12,12,10,6,3
80,20,22,6,4,2
80,14,20,8,4,1
80,52,32,70,24,1
80,35,35,82,16,1
80,22,17,16,6,1
80,43,43,90,21,4
80,44,52,74,26,1
80,52,28,50,16,2
80,22,14,10,6,2
80,22,16,24,10,1
80,52,36,58,26,1
80,14,12,8,2,1
80,52,10,8,2,1
80,52,48,74,28,2
80,50,50,94,30,1
80,52,28,34,24,1
80,52,22,26,26,1
80,52,40,78,28,2
80,20,10,10,4,1
80,41,41,94,23,1
80,48,52,86,30,5
80,38,52,84,26,1
80,20,24,32,8,1
80,48,52,86,28,4
80,14,12,4,2,6
80,40,44,86,22,1
80,52,44,82,26,2
80,33,33,78,20,2
80,10,13,4,4,2
80,48,50,92,28,1
80,46,48,96,30,1
80,48,52,78,30,2
80,14,14,56,8,2
80,18,12,8,4,1
80,16,12,6,4,2
80,14,13,10,6,1
80,14,18,8,6,1
80,10,12,20,8,1
80,14,8,2,2,1
80,10,12,8,8,1
80,52,32,40,18,1
80,12,12,20,4,3
80,52,28,74,22,1
80,10,12,8,6,3
80,22,12,18,6,1
80,12,12,30,10,3
80,12,20,6,4,1
80,39,39,86,20,2
80,48,44,86,26,5
80,40,40,88,18,3
80,12,20,10,4,2
80,44,48,90,24,1
80,10,14,8,2,1
80,52,40,82,28,3
80,12,16,6,6,1
80,52,24,36,22,1
80,12,12,32,12,1
80,12,10,10,6,1
80,10,10,26,8,1
80,11,14,6,4,1
80,52,32,66,26,2
80,14,12,10,8,2
80,45,41,90,21,1
80,52,50,88,30,3
80,46,48,88,26,1
80,50,22,14,8,1
80,46,29,40,18,1
80,33,41,78,19,1
80,52,28,28,16,1
80,42,42,88,20,3
80,14,16,6,4,4
80,52,48,78,30,2
80,14,10,6,6,2
80,22,28,42,12,1
80,14,16,8,6,1
80,52,32,34,26,1
80,10,22,8,4,1
80,22,16,24,8,1
80,52,48,90,30,16
80,37,37,82,20,1
80,32,32,62,22,1
80,52,12,10,6,2
80,52,44,86,28,2
80,22,20,42,12,1
80,52,12,8,6,1
80,48,44,82,24,1
80,10,22,6,4,2
80,10,11,10,6,1
80,10,6,2,2,1
80,52,16,14,6,1
80,52,44,78,28,2
80,22,14,20,6,1
80,34,34,88,14,1
80,38,18,18,8,1
80,52,32,54,26,1
80,26,26,104,12,1
80,12,11,10,4,1
80,39,39,90,17,2
80,20,22,44,12,4
80,18,18,58,16,1
80,52,30,32,26,1
80,22,16,20,10,2
80,14,14,56,10,3
80,12,16,8,6,2
80,12,14,44,8,1
80,52,52,66,30,3
80,14,16,10,4,1
80,12,12,4,2,1
80,23,22,32,12,7
80,22,30,18,8,1
80,52,10,18,8,1
80,52,30,68,22,1
80,10,30,6,6,1
80,15,14,6,4,1
80,44,52,86,26,2
80,20,20,4,4,1
80,40,44,74,22,1
80,22,18,34,12,2
80,52,12,12,6,4
80,48,48,74,28,1
80,52,32,64,20,1
80,10,18,8,4,2
80,27,27,78,12,1
80,20,10,6,4,2
80,50,48,80,28,2
80,14,14,44,14,3
80,12,11,8,6,1
80,42,46,92,24,3
80,16,14,14,6,1
80,40,52,82,26,2
80,12,12,74,10,1
80,12,16,12,4,2
80,52,24,36,23,1
80,52,32,74,26,1
80,52,16,20,16,1
80,44,52,60,24,1
80,14,12,54,10,2
80,52,10,10,10,1
80,12,14,2,2,1
80,30,28,40,14,1
80,12,12,10,4,3
80,25,20,20,10,2
80,46,38,88,24,1
80,37,37,90,16,1
80,14,17,8,8,1
80,18,18,28,14,1
80,10,10,10,6,2
80,20,18,6,4,2
80,52,26,20,24,1
80,14,14,14,6,2
80,22,18,38,8,2
80,37,37,90,19,1
80,41,41,92,21,1
80,26,26,66,14,1
80,52,20,62,20,1
80,48,48,94,28,1
80,33,33,78,16,1
80,52,36,70,26,1
80,10,25,8,4,1
80,16,16,16,8,2
80,18,22,16,6,1
80,52,24,12,6,1
80,48,44,82,26,2
80,52,48,66,28,1
80,40,46,52,22,1
80,52,48,58,30,1
80,52,28,46,24,1
80,52,36,52,20,1
80,52,22,26,20,1
80,39,39,86,22,2
80,50,44,90,30,1
80,10,22,6,6,1
80,52,26,44,20,1
80,26,24,48,14,1
80,14,12,38,12,1
80,36,32,80,12,1
