sample,fwd-ref,rev-ref,fwd-rev,core-ref,reads
80,16,16,50,16,6
80,44,46,76,22,1
80,14,14,8,4,3
80,52,22,12,6,1
80,22,20,32,12,1
80,14,15,16,4,1
80,22,18,38,12,1
80,41,45,82,21,1
80,22,10,10,4,3
80,23,21,78,11,1
80,48,48,58,28,1
80,20,14,14,10,1
80,52,36,74,28,1
80,52,42,76,28,1
80,52,32,42,24,1
80,39,39,96,17,1
80,12,22,10,6,1
80,52,40,74,30,1
80,22,20,20,6,1
80,22,22,8,6,1
80,12,16,6,4,3
80,52,16,19,14,1
80,52,36,62,24,2
80,10,10,18,8,1
80,52,32,52,20,1
80,22,16,20,8,2
80,14,12,8,6,2
80,52,44,82,28,2
80,44,36,80,26,1
80,37,37,92,15,1
80,19,14,48,14,1
80,28,28,72,16,1
80,36,30,44,16,1
80,44,48,78,24,1
80,46,52,92,30,2
80,18,22,14,6,2
80,25,22,32,12,2
80,43,43,86,22,1
80,24,24,34,14,2
80,52,32,46,26,1
80,10,16,8,8,1
80,13,16,8,4,1
80,44,52,78,28,1
80,12,16,8,4,1
80,26,24,34,14,1
80,52,28,25,20,1
80,20,20,40,10,2
80,12,12,12,10,2
80,12,12,30,6,4
80,8,24,6,6,1
80,37,37,88,15,1
80,22,22,42,14,1
80,52,44,74,26,2
80,22,14,30,12,1
80,52,10,10,4,3
80,14,18,6,4,2
80,10,12,6,2,2
80,52,14,16,10,1
80,52,36,22,26,1
80,17,11,60,10,1
80,12,12,8,6,4
80,52,32,74,24,1
80,12,11,4,4,1
80,52,20,42,26,1
80,52,40,66,26,1
80,14,11,6,4,1
80,48,48,86,30,2
80,28,52,46,22,1
80,52,34,74,22,2
80,12,14,8,6,1
80,44,50,88,28,1
80,44,40,82,28,1
80,52,32,56,20,1
80,44,48,78,28,1
80,22,12,4,4,1
80,23,20,8,4,1
80,12,6,6,4,1
80,12,12,26,10,2
80,38,38,88,18,1
80,22,20,36,10,3
80,14,14,72,14,1
80,44,40,58,24,1
80,12,12,28,8,1
80,48,44,86,24,2
80,48,52,82,30,1
80,48,44,74,24,1
80,52,30,64,20,1
80,48,18,18,10,1
80,12,10,2,2,2
80,52,18,19,14,1
80,48,40,74,22,1
80,42,42,96,20,1
80,33,33,82,16,1
80,36,12,12,6,1
80,52,36,50,18,1
80,14,14,52,14,2
80,52,12,22,12,1
80,52,36,74,24,1
80,52,34,56,22,1
80,18,22,12,6,2
80,44,52,82,26,1
80,22,14,14,10,2
80,46,42,96,22,1
80,15,10,14,8,1
80,10,17,8,6,1
80,28,28,54,16,1
80,48,32,62,26,1
80,25,25,104,12,1
80,39,24,40,12,1
80,10,8,8,4,1
80,18,10,8,4,1
80,10,13,6,4,1
80,52,28,42,16,1
80,22,12,8,4,1
80,50,22,28,14,1
80,52,36,54,24,2
80,12,12,36,12,1
80,10,14,6,2,1
80,40,40,94,18,1
80,12,13,8,4,1
80,16,12,12,8,1
80,52,50,84,30,1
80,19,26,26,8,1
80,12,12,6,2,1
80,24,24,48,14,1
80,46,52,84,30,1
80,44,52,90,30,1
80,22,17,12,10,1
80,14,14,4,2,1
80,48,52,78,28,1
80,52,16,14,8,1
80,22,24,14,8,1
80,48,40,58,26,1
80,22,24,42,12,2
80,52,44,90,30,5
80,14,12,20,8,1
80,52,12,12,8,2
80,11,10,26,8,3
80,18,24,8,2,1
80,50,52,92,30,3
80,44,48,86,28,1
80,22,28,14,6,1
80,16,10,10,6,1
80,12,12,2,2,2
80,48,52,74,28,1
80,52,40,60,20,1
80,52,44,70,28,1
80,52,12,8,4,1
80,34,34,88,20,1
80,14,14,56,12,1
80,52,13,10,4,1
80,14,12,8,10,1
80,22,14,6,6,1
80,41,41,90,20,2
80,44,46,76,26,1
80,48,50,80,30,1
80,48,36,50,24,1
80,14,14,48,10,1
80,52,34,60,20,1
80,14,12,20,6,1
80,22,15,24,6,1
80,24,18,6,4,1
80,18,16,54,14,1
80,14,14,60,10,1
80,52,36,58,24,1
80,52,48,62,30,1
80,52,12,10,8,1
80,14,12,26,10,1
80,22,14,16,6,1
80,14,16,30,6,1
80,36,32,64,16,1
80,12,8,4,4,2
80,38,38,56,18,1
80,40,52,74,26,1
80,16,14,12,4,1
80,16,16,54,12,1
80,52,38,68,26,1
80,40,48,82,24,1
80,24,22,32,12,1
80,21,20,20,8,1
80,52,32,62,24,2
80,11,24,8,4,1
80,40,40,88,20,1
80,22,20,32,8,1
80,29,12,10,4,2
80,52,17,25,14,1
80,52,40,44,22,1
80,46,46,92,30,1
80,30,24,52,14,1
80,22,14,8,4,2
80,20,18,16,10,1
80,48,36,62,24,1
80,22,18,30,10,1
80,48,36,70,22,2
80,52,32,48,20,1
80,44,52,82,28,1
80,28,32,72,14,1
80,52,32,66,24,1
80,35,35,94,15,1
80,12,12,64,8,3
80,52,28,16,8,1
80,12,12,52,12,1
80,15,16,6,2,1
80,52,48,70,30,1
80,22,22,38,10,2
80,12,12,40,8,1
80,14,28,10,4,1
80,16,14,52,10,1
80,52,22,38,10,1
80,52,16,18,10,1
80,52,30,45,18,1
80,22,26,34,14,1
80,32,32,80,16,1
80,52,14,8,4,1
80,52,20,12,6,2
80,52,26,32,22,1
80,52,8,8,4,1
80,46,42,92,22,2
80,22,22,34,12,2
80,14,12,10,6,1
80,12,14,12,6,1
80,52,24,24,18,1
80,10,14,14,4,1
80,52,14,10,6,2
80,22,16,17,10,1
80,16,30,8,4,1
80,11,14,8,6,1
80,10,20,10,4,2
80,26,26,96,12,1
80,12,8,6,6,1
80,32,48,66,24,1
80,28,28,76,16,1
80,44,48,94,26,2
80,52,32,58,26,1
80,11,12,4,4,1
80,50,52,84,30,2
80,32,24,40,12,1
80,52,36,42,26,1
80,10,14,4,2,1
80,52,40,46,24,1
80,46,46,96,26,1
80,44,44,94,26,1
80,52,28,20,20,1
80,52,34,48,24,1
80,10,18,6,6,1
80,48,40,70,24,2
80,52,10,6,4,1
80,52,30,36,20,1
80,52,19,25,18,1
80,40,40,96,22,1
80,46,30,72,20,1
80,48,42,84,26,1
80,22,18,12,6,1
80,31,31,74,16,1
80,48,30,16,6,1
80,52,32,34,20,1
80,52,48,70,28,1
80,44,42,68,28,1
80,52,14,10,14,1
80,22,10,8,4,1
80,22,12,10,8,1
80,52,50,80,30,1
80,11,10,8,4,1
80,44,44,74,26,1
80,52,28,62,22,1
80,45,45,90,23,1
80,12,15,10,4,1
80,22,18,26,6,1
80,52,38,64,28,1
80,52,14,16,4,1
80,38,44,72,20,1
80,12,16,4,4,1
80,40,50,76,26,1
80,44,52,74,28,2
80,38,48,80,28,1
80,40,52,82,24,1
80,52,22,18,14,1
80,34,34,80,18,1
80,52,16,12,8,1
80,22,12,8,6,1
80,11,12,10,6,1
80,52,24,36,20,1
80,18,14,24,14,1
80,12,14,10,6,1
80,48,32,74,22,1
80,14,21,6,4,1
80,18,24,12,6,1
80,48,50,92,30,1
80,46,26,70,14,1
80,52,20,11,18,1
80,14,8,8,4,1
80,44,40,92,28,1
80,52,18,14,6,1
80,18,16,58,8,1
80,22,16,6,4,1
80,52,26,40,24,1
80,44,46,68,24,1
80,20,22,12,4,1
80,52,28,42,22,2
80,52,28,54,20,1
80,18,18,46,12,1
80,42,42,96,24,1
80,18,16,20,6,1
80,19,20,12,8,1
80,52,36,46,28,1
80,10,44,8,4,1
80,30,30,62,18,1
80,44,38,64,26,1
80,40,44,66,24,1
80,52,30,66,16,1
80,48,36,82,24,1
80,14,8,22,8,1
80,24,22,26,8,1
80,52,32,42,26,1
80,10,30,12,6,1
80,52,46,80,30,1
80,29,29,76,16,1
80,12,12,82,10,1
80,46,34,74,22,1
80,52,28,30,22,1
80,22,18,34,8,1
80,46,28,54,16,1
80,18,14,18,6,1
80,48,48,78,26,1
80,13,12,12,4,1
80,44,48,82,28,1
80,11,10,4,4,1
80,26,22,32,12,1
80,18,10,6,4,2
80,52,18,30,18,1
80,40,44,70,24,1
80,44,48,82,24,1
80,48,52,66,30,1
80,14,18,6,6,1
80,44,52,62,26,1
80,44,46,92,24,1
80,52,42,80,28,1
80,48,46,84,26,1
80,14,22,8,4,1
80,36,36,84,18,1
80,10,16,8,4,1
80,39,39,92,17,1
80,52,30,32,20,1
80,52,29,20,8,1
80,10,13,8,4,1
80,22,16,28,8,1
80,14,14,54,12,1
80,38,44,64,22,1
80,52,36,26,20,1
80,30,30,76,14,1
80,52,40,74,28,1
80,52,22,22,18,1
80,14,13,6,4,1
80,44,48,70,28,1
80,48,44,78,26,1
80,19,22,30,8,1
80,48,44,78,24,1
80,12,14,8,8,1
80,52,19,12,8,1
80,24,24,94,10,1
80,44,46,80,24,1
80,22,12,16,6,1
80,22,19,12,6,1
80,42,46,68,24,1
80,48,46,88,28,1
80,14,16,10,2,1
80,52,20,22,14,1
80,16,24,8,4,1
80,42,40,84,20,1
80,52,24,46,14,1
80,10,17,6,6,1
80,22,17,14,6,1
80,22,14,12,6,1
80,39,39,86,24,1
80,52,30,30,28,1
80,22,16,16,8,1
80,20,20,18,10,1
80,52,12,14,4,1
80,12,12,16,4,1
80,52,16,36,18,1
80,52,20,44,22,1
80,52,20,23,17,1
80,44,40,62,24,1
80,41,34,96,22,1
80,46,52,20,8,1
80,14,11,6,2,2
80,52,14,14,8,1
80,18,32,18,6,1
80,52,26,42,18,1
80,22,19,14,6,1
80,11,11,52,10,1
80,40,40,98,22,1
80,52,33,23,30,1
80,25,20,6,6,1
80,44,52,66,28,1
80,22,22,28,10,1
80,18,26,18,6,1
80,32,32,68,16,1
80,32,32,76,18,1
80,15,12,26,10,1
80,14,24,8,4,1
80,52,40,70,26,1
80,52,32,34,24,1
80,16,12,8,6,1
80,46,24,48,24,1
80,18,14,14,6,1
80,12,16,10,6,1
80,52,40,52,22,1
80,52,32,66,22,1
80,14,15,8,4,1
80,52,48,54,28,1
80,14,20,14,8,1
80,40,38,96,20,1
80,22,32,42,12,1
80,12,14,10,4,1
80,12,28,10,4,1
80,22,14,12,4,1
80,18,18,10,6,1
81,52,28,54,16,9
81,52,24,40,12,10
81,12,8,6,4,1
81,22,8,8,8,27
81,52,46,92,30,4
81,52,44,90,30,7
81,22,18,42,12,8
81,52,30,58,18,1
81,52,32,68,20,4
81,52,30,66,18,1
81,52,38,84,26,1
81,52,26,50,14,1
81,22,18,18,6,32
81,52,50,96,30,22
81,22,20,44,12,10
81,52,36,82,24,3
81,40,38,80,30,1
81,52,48,94,30,36
81,46,24,40,12,3
81,22,10,10,4,4
81,52,26,52,14,1
81,22,12,13,8,1
81,10,10,4,4,13
81,22,22,32,12,65
81,22,22,46,12,8914
81,52,52,98,30,13069
81,52,44,90,26,8
81,45,45,94,23,40
81,46,46,96,24,211
81,23,22,32,12,43
81,46,44,98,24,1
81,46,46,100,24,100
81,44,44,96,22,25
81,52,32,50,20,1
81,48,48,98,26,49
81,22,22,42,10,8
81,52,44,86,26,11
81,52,50,92,30,2
81,25,23,74,13,1
81,46,52,92,30,3
81,52,52,94,30,322
81,52,16,22,12,1
81,18,20,6,4,2
81,34,34,80,22,5
81,52,48,82,28,2
81,52,48,90,28,33
81,48,48,94,28,1
81,22,22,42,12,110
81,48,28,72,14,1
81,43,43,94,21,16
81,25,21,78,11,27
81,50,52,96,30,8
81,48,48,94,30,6
81,22,24,46,12,30
81,48,48,78,26,3
81,29,29,78,16,17
81,48,48,86,28,4
81,52,52,86,30,17
81,52,12,14,12,1
81,31,31,74,18,12
81,14,10,6,4,3
81,35,35,82,14,5
81,42,42,96,20,3
81,48,52,94,30,74
81,39,39,86,24,3
81,12,10,10,4,8
81,24,24,40,12,4
81,52,52,90,30,79
81,18,22,18,6,30
81,12,10,6,4,13
81,22,14,8,4,2
81,35,35,86,16,3
81,52,44,90,28,10
81,48,48,98,30,39
81,48,32,54,26,1
81,36,36,80,22,2
81,10,12,6,4,2
81,52,48,94,28,114
81,20,20,40,10,1
81,26,20,20,10,3
81,39,39,90,18,4
81,52,40,86,24,3
81,50,50,96,30,9
81,22,12,12,10,1
81,12,14,10,4,1
81,22,14,14,6,3
81,52,48,90,30,18
81,52,52,74,30,2
81,22,18,42,10,40
81,14,22,10,6,1
81,38,38,92,24,1
81,30,26,76,18,2
81,14,10,4,4,6
81,46,52,88,30,1
81,52,48,86,28,11
81,14,14,10,6,1
81,18,20,18,6,1
81,52,28,64,16,1
81,22,22,38,10,5
81,52,10,10,8,1
81,10,10,8,4,5
81,24,24,82,10,1
81,15,15,92,10,1
81,39,39,86,17,5
81,22,20,20,10,45
81,22,20,36,10,3
81,14,8,4,4,1
81,42,42,100,20,1
81,48,48,90,28,6
81,24,22,32,10,2
81,44,44,92,22,15
81,22,14,12,8,1
81,12,12,28,12,1
81,14,10,10,6,1
81,18,18,18,6,15
81,48,52,90,30,28
81,52,30,56,16,5
81,52,30,58,16,2
81,38,38,94,24,10
81,40,40,92,18,3
81,20,20,6,4,27
81,52,16,17,16,1
81,45,45,102,23,2
81,30,30,66,18,2
81,46,46,92,24,5
81,22,12,6,4,2
81,41,41,90,20,2
81,32,32,76,18,2
81,36,36,88,18,2
81,52,36,82,22,8
81,36,36,88,16,1
81,41,41,94,22,1
81,10,12,4,4,2
81,52,36,58,24,2
81,41,41,102,19,1
81,30,30,76,18,2
81,20,20,20,10,7
81,22,20,36,12,1
81,24,22,28,10,1
81,25,18,48,10,1
81,22,6,6,4,1
81,52,34,80,20,5
81,11,12,10,4,1
81,32,32,76,14,3
81,44,48,82,26,1
81,48,48,98,28,9
81,36,36,98,22,2
81,52,30,64,16,5
81,22,26,46,12,1
81,22,10,8,6,3
81,20,20,44,12,1
81,26,26,66,14,5
81,20,22,28,8,1
81,12,14,8,4,2
81,24,24,94,12,6
81,48,48,90,26,5
81,32,32,84,14,2
81,26,22,42,14,10
81,46,46,88,24,3
81,52,30,66,16,8
81,52,30,60,16,5
81,44,52,82,30,2
81,20,20,36,12,1
81,48,52,94,28,24
81,44,44,96,30,21
81,52,34,74,20,1
81,35,35,86,17,1
81,34,34,88,14,2
81,10,10,4,2,4
81,48,52,78,30,3
81,29,26,60,16,2
81,10,10,2,2,9
81,40,40,102,18,2
81,44,48,78,28,1
81,52,44,86,30,2
81,22,18,38,10,2
81,24,28,32,8,1
81,20,22,20,10,14
81,26,26,80,14,4
81,52,12,12,8,2
81,52,44,86,28,5
81,12,10,4,2,1
81,41,41,90,21,1
81,18,22,38,10,1
81,52,52,82,30,8
81,52,40,78,24,2
81,52,30,60,26,1
81,27,27,74,14,2
81,33,33,78,16,3
81,22,14,10,6,2
81,38,38,92,16,2
81,48,52,86,28,6
81,25,20,20,10,2
81,48,44,90,28,1
81,12,16,62,12,1
81,20,22,44,12,4
81,48,52,90,28,10
81,38,38,90,24,2
81,22,14,16,6,1
81,26,22,32,12,4
81,48,48,62,26,1
81,48,48,90,30,6
81,14,14,8,4,1
81,48,36,62,22,1
81,31,31,82,12,1
81,21,14,28,8,1
81,41,41,90,19,4
81,12,12,6,4,4
81,33,33,82,16,2
81,44,44,88,22,1
81,12,12,10,4,2
81,43,43,90,21,2
81,12,10,8,4,5
81,52,34,74,22,1
81,48,52,82,28,2
81,30,30,80,18,12
81,14,12,6,6,1
81,18,22,14,6,2
81,45,41,74,23,1
81,29,29,82,14,2
81,18,24,18,6,4
81,45,33,74,19,1
81,52,10,10,10,1
81,22,18,30,8,1
81,44,52,86,30,3
81,20,22,6,4,4
81,48,12,20,10,1
81,52,38,84,24,1
81,14,14,18,8,7
81,40,44,88,22,1
81,14,28,12,4,1
81,40,46,48,24,1
81,44,52,90,30,5
81,40,52,86,28,1
81,52,42,88,26,17
81,52,10,10,4,2
81,44,36,70,22,1
81,18,20,18,8,1
81,24,24,34,14,8
81,42,42,88,20,2
81,35,35,88,14,1
81,38,32,44,16,1
81,10,12,6,6,3
81,52,30,60,20,1
81,50,52,92,30,1
81,10,10,10,4,5
81,22,20,40,10,1
81,52,40,40,20,1
81,52,44,74,28,1
81,36,36,84,18,5
81,52,14,12,10,1
81,41,41,90,22,1
81,44,44,98,22,4
81,48,28,50,24,1
81,22,22,42,14,3
81,18,18,34,10,1
81,22,22,34,12,1
81,22,18,14,6,2
81,42,42,92,20,7
81,20,28,28,10,1
81,10,10,6,4,4
81,52,18,25,18,1
81,44,52,90,28,3
81,40,36,62,20,1
81,42,46,88,22,1
81,30,34,76,16,1
81,18,22,34,12,2
81,46,38,92,22,1
81,52,14,10,8,1
81,12,12,12,4,3
81,18,22,28,12,1
81,21,20,20,10,11
81,44,48,86,30,1
81,52,52,78,30,2
81,18,10,6,2,1
81,40,40,88,20,1
81,46,42,96,24,2
81,14,10,8,4,4
81,22,18,34,10,2
81,30,8,8,4,1
81,44,48,86,26,2
81,48,40,82,22,1
81,48,52,86,30,7
81,22,24,42,12,2
81,48,14,10,4,1
81,36,36,84,14,2
81,22,16,16,10,2
81,32,24,34,14,1
81,12,12,8,4,1
81,38,38,88,18,2
81,48,16,12,6,1
81,12,10,14,8,1
81,22,22,38,12,8
81,16,12,14,4,1
81,52,48,86,30,3
81,10,12,8,6,1
81,20,22,36,10,5
81,52,40,86,26,3
81,48,52,82,30,1
81,52,32,70,18,3
81,22,10,10,6,4
81,43,43,90,22,4
81,52,14,14,8,2
81,44,44,92,30,1
81,46,28,54,16,1
81,42,42,88,22,2
81,52,42,80,30,1
81,52,28,32,20,1
81,50,48,92,28,1
81,52,16,14,12,1
81,12,16,6,4,1
81,40,36,34,20,1
81,52,28,54,14,2
81,52,32,68,18,2
81,42,46,92,22,1
81,36,40,84,16,1
81,16,10,10,4,1
81,40,42,54,20,1
81,22,12,10,4,1
81,52,18,25,14,1
81,10,20,8,4,1
81,35,25,50,14,1
81,30,30,76,12,1
81,48,16,10,6,1
81,22,19,20,6,1
81,52,44,78,30,1
81,33,33,82,12,1
81,22,12,4,4,1
81,52,12,14,8,1
81,35,35,90,24,2
81,46,42,92,22,1
81,48,44,82,24,2
81,48,48,86,30,2
81,30,30,76,14,3
81,46,48,80,26,1
81,22,10,10,8,1
81,32,32,80,16,1
81,25,22,84,12,2
81,41,41,94,19,2
81,48,48,82,28,2
81,42,42,92,24,1
81,12,24,10,6,1
81,44,44,98,26,2
81,11,15,19,8,1
81,22,22,14,4,1
81,52,46,84,28,1
81,16,10,8,4,1
81,52,46,92,28,1
81,16,12,74,10,1
81,38,46,80,22,1
81,22,18,24,10,1
81,48,44,82,26,2
81,39,39,90,17,1
81,26,22,38,14,3
81,16,26,14,8,1
81,48,40,74,26,1
81,44,52,82,28,1
81,10,16,6,4,1
81,11,10,10,4,1
81,22,14,34,8,1
81,52,34,72,20,3
81,52,14,14,4,1
81,22,20,38,14,1
81,50,44,76,28,1
81,22,12,6,6,1
81,44,38,86,20,1
81,12,10,4,4,1
81,12,14,6,4,1
81,22,18,38,12,2
81,40,28,60,24,1
81,42,42,48,26,1
81,52,20,40,16,1
81,16,10,6,6,1
81,22,20,32,10,2
81,52,34,78,20,2
81,52,34,76,20,4
81,45,41,90,21,1
81,33,33,78,20,4
81,20,20,16,10,1
81,22,16,16,6,4
81,32,32,76,16,2
81,29,29,70,18,1
81,25,25,98,12,4
81,48,44,82,28,3
81,52,44,82,26,3
81,52,48,82,30,3
81,23,18,28,10,1
81,48,40,78,26,1
81,33,33,82,14,2
81,32,32,86,12,1
81,52,12,16,6,1
81,22,10,8,4,2
81,52,40,82,26,2
81,48,36,62,24,1
81,48,44,86,24,2
81,48,48,94,26,1
81,48,42,84,26,1
81,52,50,84,30,1
81,35,35,82,16,1
81,22,18,38,8,1
81,12,12,4,4,1
81,33,33,84,16,1
81,10,12,8,4,2
81,52,46,88,28,2
81,42,46,88,24,2
81,22,22,28,12,1
81,25,17,74,10,1
81,50,48,88,28,2
81,48,40,54,22,1
81,20,22,22,10,1
81,52,14,8,4,1
81,14,14,48,14,1
81,52,12,10,4,2
81,22,14,24,8,1
81,52,44,74,26,1
81,52,44,78,26,1
81,16,12,26,10,1
81,20,18,6,4,1
81,50,36,64,24,1
81,12,12,12,6,1
81,52,44,70,28,3
81,52,14,10,4,1
81,40,40,88,18,1
81,24,24,12,4,1
81,52,38,80,24,1
81,40,40,94,18,3
81,39,39,94,17,1
81,37,37,94,20,1
81,39,39,86,22,2
81,22,18,28,8,1
81,42,52,88,30,1
81,48,44,50,28,1
81,16,12,12,6,1
81,16,16,12,4,1
81,37,37,86,18,1
81,25,22,32,12,5
81,52,42,84,26,1
81,38,22,60,18,1
81,40,40,92,20,1
81,14,10,4,2,1
81,50,48,80,28,1
81,38,48,52,24,1
81,48,46,80,28,1
81,52,44,82,28,3
81,22,26,42,14,1
81,22,12,12,8,1
81,12,22,8,4,1
81,46,52,80,28,1
81,22,10,6,4,1
81,34,34,88,12,1
81,52,28,62,20,1
81,52,40,44,24,1
81,52,14,12,6,2
81,10,20,4,4,1
81,22,8,8,4,2
81,22,20,38,12,1
81,12,24,12,4,1
81,44,44,58,22,1
81,20,24,14,6,1
81,14,24,12,8,1
81,52,48,78,28,1
81,22,14,14,8,1
81,22,14,6,6,1
81,33,33,82,21,1
81,20,15,12,8,1
81,30,24,34,14,1
81,52,16,28,10,1
81,27,24,84,12,1
81,35,35,82,17,1
81,14,12,8,4,2
81,52,18,16,12,1
81,14,11,8,8,1
81,46,36,90,20,1
81,22,16,16,8,1
81,27,20,20,10,1
81,34,34,88,18,2
81,48,40,86,26,1
81,35,41,54,18,1
81,52,44,82,30,1
81,30,38,76,24,1
81,25,29,74,16,1
81,52,40,78,26,3
81,12,10,12,6,1
81,22,22,14,6,1
81,22,14,22,6,1
81,22,20,34,12,1
81,12,12,50,12,1
81,48,44,86,28,1
81,31,31,84,14,2
81,22,16,24,10,1
81,52,40,82,28,1
81,52,12,12,4,1
81,52,10,8,4,1
81,22,26,34,12,1
81,36,32,80,18,1
81,52,10,8,6,2
81,44,10,12,4,1
81,16,20,6,4,1
81,46,52,92,28,1
81,44,52,86,26,1
81,26,26,74,12,2
81,50,40,76,26,1
81,48,44,78,28,1
81,44,46,76,26,1
81,48,48,74,28,1
81,16,26,6,4,1
81,16,12,34,6,1
81,14,52,10,4,1
81,48,44,86,26,1
81,18,20,18,10,1
81,44,52,86,28,2
81,10,10,6,6,3
81,52,16,38,14,1
81,52,24,46,16,1
81,26,26,48,14,1
81,41,41,94,24,1
81,52,40,62,26,1
81,52,40,74,26,1
81,36,36,90,16,1
81,26,26,52,14,1
81,10,12,8,8,2
81,22,22,96,10,1
81,19,14,20,6,1
81,48,48,66,28,1
81,37,37,86,20,1
81,22,24,34,10,1
81,28,28,72,16,1
81,52,42,72,30,1
81,10,12,2,2,1
81,46,42,92,24,1
81,14,12,42,12,1
81,38,38,88,16,1
81,36,36,90,14,1
81,12,12,12,8,1
81,52,36,48,22,1
81,48,44,94,24,1
81,12,8,4,4,1
81,48,46,72,28,1
81,12,12,34,6,1
81,14,10,14,4,1
81,31,31,78,16,1
81,22,10,12,6,1
81,10,34,8,4,1
81,52,44,62,28,1
81,32,32,68,20,1
81,35,35,92,14,1
81,18,22,6,4,1
81,39,35,82,16,1
81,52,18,44,16,1
81,44,36,82,24,1
81,52,16,28,12,1
81,40,40,98,18,1
81,25,21,74,12,1
81,52,34,76,26,1
81,46,44,76,22,1
81,41,41,82,20,1
81,45,45,86,23,1
81,52,36,82,26,1
81,22,20,18,6,1
81,27,27,74,12,1
81,52,44,66,28,1
81,48,44,70,24,1
81,52,12,18,6,1
81,18,18,14,6,2
81,26,26,96,12,2
81,52,32,78,24,1
81,18,24,10,6,1
81,14,22,14,8,1
81,12,16,10,4,1
81,52,16,16,8,1
81,14,12,50,12,1
81,48,24,58,24,1
81,20,24,30,10,1
81,40,52,78,28,1
81,18,30,14,6,1
81,52,48,78,30,1
81,10,30,8,4,1
81,52,26,54,24,1
81,48,40,74,28,1
81,46,46,92,30,2
81,20,18,16,8,1
81,50,44,72,26,1
81,44,12,8,4,1
81,52,40,70,26,2
81,44,36,50,22,1
81,48,48,56,26,1
81,52,42,56,28,1
81,48,52,78,28,1
81,50,36,80,22,1
81,22,16,20,6,1
81,20,24,28,12,1
81,24,24,48,14,1
81,22,24,32,12,1
81,25,25,98,10,1
81,12,40,12,4,1
81,14,34,8,2,1
81,52,8,8,4,1
81,36,28,78,18,1
81,40,40,92,22,1
81,36,36,92,14,1
81,52,40,82,24,1
81,52,16,10,4,1
81,46,42,96,22,1
81,29,29,78,12,1
81,22,10,6,6,1
81,16,22,16,10,1
81,48,36,70,20,1
81,21,21,78,11,1
81,41,16,22,12,1
81,52,36,62,24,1
81,20,24,32,10,1
81,28,28,86,14,1
81,32,32,80,12,1
81,10,8,2,2,1
81,52,44,54,30,1
81,52,14,14,12,1
81,52,36,66,28,1
81,39,39,90,20,1
81,45,37,86,22,1
81,12,12,42,10,1
81,52,48,74,28,1
81,52,52,70,30,1
81,22,18,34,12,1
81,41,41,82,19,1
81,52,38,64,26,1
81,52,12,8,4,1
81,44,52,90,26,1
81,37,37,90,15,1
81,46,23,52,18,1
